Title,Authors,Method,Method family,Pretraining datasets,Evaluation datasets,All datasets,Year,Venue,Is NeurIPS,Publication status,DOI,arXiv ID,Paper URL,Code URL,Dataset notes,Verified as of
Tubelet-Contrastive Self-Supervision for Video-Efficient Generalization,"Fida Mohammad Thoker, Hazel Doughty, and Cees Snoek",Tubelet-Contrastive,Contrastive,Kinetics-400; Mini-Kinetics,UCF101; HMDB51; Something-Something V2; FineGym Gym99; FineGym FX-S1; FineGym UB-S1; UCFRep; Charades; Diving48,Kinetics-400; Mini-Kinetics; UCF101; HMDB51; Something-Something V2; FineGym Gym99; FineGym FX-S1; FineGym UB-S1; UCFRep; Charades; Diving48,2023,ICCV 2023,No,peer_reviewed,,2303.11003,https://openaccess.thecvf.com/content/ICCV2023/html/Thoker_Tubelet-Contrastive_Self-Supervision_for_Video-Efficient_Generalization_ICCV_2023_paper.html,,,2026-08-11
Uncovering the Hidden Dynamics of Video Self-supervised Learning under Distribution Shifts,"Pritam Sarkar, Ahmad Beirami, Ali Etemad","Controlled comparison of v-SimCLR, v-MoCo, v-BYOL, v-SimSiam, v-DINO, and v-MAE",Other / Hybrid,Kinetics-400; Kinetics-700,UCF101; HMDB51; Mimetics10; Mimetics50; Charades-Ego; TinyVIRAT-v2; Sims4Action; ActorShift; RareAct; Moments in Time v2; ToyBox; COIL-100; STL-10,Kinetics-400; Kinetics-700; UCF101; HMDB51; Mimetics10; Mimetics50; Charades-Ego; TinyVIRAT-v2; Sims4Action; ActorShift; RareAct; Moments in Time v2; ToyBox; COIL-100; STL-10,2023,NeurIPS 2023,Yes,peer_reviewed,10.52202/075280-2340,,https://proceedings.neurips.cc/paper_files/paper/2023/hash/a86d17b6cd70366d56ab48d2a05a4df1-Abstract-Conference.html,,,2026-08-11
Unmasked Teacher: Towards Training-Efficient Video Foundation Models,"Kunchang Li, Yali Wang, Yizhuo Li, Yi Wang, Yinan He, Limin Wang, Yu Qiao",Unmasked Teacher (UMT),Distillation / Teacher-Student,Kinetics-710; Something-Something V2; Kinetics-400; WebVid-2M; WebVid-10M; Conceptual Captions 3M; Conceptual Captions 12M; COCO; Visual Genome; SBU Captions,Kinetics-400; Kinetics-600; Kinetics-700; Something-Something V2; Moments in Time V1; AVA v2.2; MSR-VTT; DiDeMo; ActivityNet Captions; LSMDC; MSVD; ActivityNet-QA; MSRVTT-QA; MSRVTT-MC; MSVD-QA,Kinetics-710; Something-Something V2; Kinetics-400; WebVid-2M; WebVid-10M; Conceptual Captions 3M; Conceptual Captions 12M; COCO; Visual Genome; SBU Captions; Kinetics-600; Kinetics-700; Moments in Time V1; AVA v2.2; MSR-VTT; DiDeMo; ActivityNet Captions; LSMDC; MSVD; ActivityNet-QA; MSRVTT-QA; MSRVTT-MC; MSVD-QA,2023,ICCV 2023,No,peer_reviewed,,2303.16058,https://openaccess.thecvf.com/content/ICCV2023/html/Li_Unmasked_Teacher_Towards_Training-Efficient_Video_Foundation_Models_ICCV_2023_paper.html,,"The multimodal variants use 5M, 17M, and 25M mixtures assembled from the listed image-text and video-text corpora.",2026-08-11
Unsupervised Video-Based Action Recognition With Imagining Motion and Perceiving Appearance,"Wei Lin , Xiaoyu Liu , Yihong Zhuang , Xinghao Ding , Xiaotong Tu , Yue Huang , Huanqiang Zeng",IMPA,Other / Hybrid,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2023,IEEE Transactions on Circuits and Systems for Video Technology 2023,No,peer_reviewed,10.1109/TCSVT.2022.3221280,,https://ieeexplore.ieee.org/document/9944692,,,2026-08-11
Video Test-Time Adaptation for Action Recognition,"Wei Lin, Muhammad Jehanzeb Mirza, Mateusz Kozinski, Horst Possegger, Hilde Kuehne, and Horst Bischof",ViTTA,Other / Hybrid,Kinetics-400; ImageNet-1K,UCF101; Something-Something V2; Kinetics-400; UCF101-C; Something-Something V2-C; Kinetics-400-C,Kinetics-400; ImageNet-1K; UCF101; Something-Something V2; UCF101-C; Something-Something V2-C; Kinetics-400-C,2023,CVPR 2023,No,peer_reviewed,10.1109/CVPR52729.2023.02198,2211.15393,https://openaccess.thecvf.com/content/CVPR2023/html/Lin_Video_Test-Time_Adaptation_for_Action_Recognition_CVPR_2023_paper.html,https://github.com/wlin-at/ViTTA,The corrupted benchmark variants cover 12 common video corruptions.,2026-08-11
Videomae v2: Scaling Video Masked Autoencoders with Dual Masking,"Limin Wang, Bingkun Huang, Zhiyu Zhao, Zhan Tong, Yinan He, Yi Wang, Yali Wang, and Yu Qiao",VideoMAE V2,Generative / Masked,UnlabeledHybrid; LabeledHybrid; Kinetics-400; Kinetics-600; Kinetics-700; Something-Something V2; AVA; WebVid-2M; Instagram videos,Kinetics-400; Kinetics-600; Something-Something V1; Something-Something V2; UCF101; HMDB51; AVA; AVA-Kinetics; THUMOS14; FineAction,UnlabeledHybrid; LabeledHybrid; Kinetics-400; Kinetics-600; Kinetics-700; Something-Something V2; AVA; WebVid-2M; Instagram videos; Something-Something V1; UCF101; HMDB51; AVA-Kinetics; THUMOS14; FineAction,2023,CVPR 2023,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2023/html/Wang_VideoMAE_V2_Scaling_Video_Masked_Autoencoders_With_Dual_Masking_CVPR_2023_paper.html,,UnlabeledHybrid has about 1.35M clips from public datasets and web sources; LabeledHybrid aligns Kinetics-400/600/700 into 710 categories and about 0.66M clips.,2026-08-11
ViewCLR: Learning Self-supervised Video Representation for Unseen Viewpoints,Srijan Das and Michael S Ryoo,ViewCLR,Contrastive,NTU RGB+D 60; NTU RGB+D 120; Northwestern-UCLA,NTU RGB+D 60; NTU RGB+D 120; Northwestern-UCLA,NTU RGB+D 60; NTU RGB+D 120; Northwestern-UCLA,2023,WACV 2023,No,peer_reviewed,,,https://openaccess.thecvf.com/content/WACV2023/html/Das_ViewCLR_Learning_Self-Supervised_Video_Representation_for_Unseen_Viewpoints_WACV_2023_paper.html,,,2026-08-11
An improved inter-intra contrastive learning framework on self-supervised video representation,"Li Tao, Xueting Wang, Toshihiko Yamasaki",Improved Inter-Intra Contrastive Learning,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2022,IEEE Transactions on Circuits and Systems for Video Technology 2022,No,peer_reviewed,,,https://ieeexplore.ieee.org/document/9674754,,,2026-08-11
Auxiliary Learning for Self-Supervised Video Representation via Similarity-based Knowledge Distillation,"Amirhossein Dadashzadeh, Alan Whone, Majid Mirmehdi",AuxSKD,Distillation / Teacher-Student,Kinetics-100; Kinetics-400,UCF101; HMDB51,Kinetics-100; Kinetics-400; UCF101; HMDB51,2022,CVPR Workshops 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022W/L3D-IVU/html/Dadashzadeh_Auxiliary_Learning_for_Self-Supervised_Video_Representation_via_Similarity-Based_Knowledge_Distillation_CVPRW_2022_paper.html,https://github.com/Plrbear/auxSKD,,2026-08-11
BEVT: BERT Pretraining of Video Transformers,"Rui Wang, Dongdong Chen, Zuxuan Wu, Yinpeng Chen, Xiyang Dai, Mengchen Liu, Yu-Gang Jiang, Luowei Zhou, Lu Yuan",BEVT,Generative / Masked,ImageNet-1K; Kinetics-400; Something-Something V2; HowTo100M,Kinetics-400; Something-Something V2; Diving48,ImageNet-1K; Kinetics-400; Something-Something V2; HowTo100M; Diving48,2022,CVPR 2022,No,peer_reviewed,,2112.01529,https://openaccess.thecvf.com/content/CVPR2022/html/Wang_BEVT_BERT_Pretraining_of_Video_Transformers_CVPR_2022_paper.html,,,2026-08-11
Contextualized spatio-temporal contrastive learning with self-supervision,"Liangzhe Yuan, Rui Qian, Yin Cui, Boqing Gong,Florian Schroff,Ming-Hsuan Yang, Hartwig Adam, Ting Liu",ConST-CL,Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51; AVA,Kinetics-400; UCF101; HMDB51; AVA,2022,CVPR 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022/html/Yuan_Contextualized_Spatio-Temporal_Contrastive_Learning_With_Self-Supervision_CVPR_2022_paper.html,https://github.com/tensorflow/models/tree/master/official/projects/const_cl,,2026-08-11
Contrastive predictive coding with transformer for video representation learning,"Yue Liu, Junqi Ma, Yufei Xie, Xuefeng Yang, Xingzhen Tao, Lin Peng, Wei Gao",CPCTR,Pretext / Predictive,UCF101,UCF101; HMDB51,UCF101; HMDB51,2022,Neurocomputing 2022,No,peer_reviewed,10.1016/j.neucom.2021.11.031,,https://www.sciencedirect.com/science/article/pii/S0925231221017082,https://github.com/yliu1229/CPCTR,,2026-08-11
Contrastive spatio-temporal pretext learning for self-supervised video representation,"Yujia Zhang, Lai-Man Po, Xuyuan Xu, Mengyang Liu, Yexin Wang, Weifeng Ou, Yuzhi Zhao, Wing-Yin Yu",CSTP,Other / Hybrid,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2022,AAAI 2022,No,peer_reviewed,10.1609/aaai.v36i3.20248,2112.08913,https://ojs.aaai.org/index.php/AAAI/article/view/20248,https://github.com/KT27-A/CSTP,,2026-08-11
Cross-Architecture Self-supervised Video Representation Learning,"Sheng Guo, Zihua Xiong, Yujie Zhong, Limin Wang, Xiaobo Guo, Bing Han, Weilin Huang",CACL,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2022,CVPR 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022/html/Guo_Cross-Architecture_Self-Supervised_Video_Representation_Learning_CVPR_2022_paper.html,,,2026-08-11
Dual Contrastive Learning for Spatio-temporal Representation,"Shuangrui Ding,, Rui Qian, and Hongkai Xiongo",Dual Contrastive Learning (DCL),Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2022,ACM Multimedia 2022,No,peer_reviewed,10.1145/3503161.3547783,,https://dl.acm.org/doi/10.1145/3503161.3547783,,,2026-08-11
Exploring Relations in Untrimmed Videos for Self-Supervised Learning,"Dezhao Luo, Bo Fang, Yu Zhou, Yucan Zhou, Dayan Wu, Weiping Wang",ERUV,Pretext / Predictive,THUMOS14; UCF101,UCF101; HMDB51,THUMOS14; UCF101; HMDB51,2022,"ACM Transactions on Multimedia Computing, Communications, and Applications 2022",No,peer_reviewed,10.1145/3473342,2008.02711,https://dl.acm.org/doi/10.1145/3473342,,,2026-08-11
Federated Self-supervised Learning for Video Understanding,"Yasar Abbas Ur Rehman, Yan Gao, Jiajun Shen, Pedro Porto Buarque de Gusmão , Nicholas Lane",FedVSSL,Contrastive,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2022,ECCV 2022,No,peer_reviewed,10.1007/978-3-031-19821-2_29,,https://link.springer.com/chapter/10.1007/978-3-031-19821-2_29,https://github.com/yasar-rehman/FEDVSSL,,2026-08-11
Frame-wise Action Representations for Long Videos via Sequence Contrastive Learning,"Minghao Chen, Fangyun Wei, Chong Li, Deng Cai",CARL,Contrastive,Penn Action; FineGym; Pouring,Penn Action; FineGym; Pouring,Penn Action; FineGym; Pouring,2022,CVPR 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022/html/Chen_Frame-Wise_Action_Representations_for_Long_Videos_via_Sequence_Contrastive_Learning_CVPR_2022_paper.html,https://github.com/minghchen/CARL_code,,2026-08-11
GOCA: guided online cluster assignment for self-supervised video representation Learning,"Huseyin Coskun, Alireza Zareian, Joshua L. Moore, Federico Tombari, Chen Wang",GOCA,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51; Diving48,UCF101; Kinetics-400; HMDB51; Diving48,2022,ECCV 2022,No,peer_reviewed,,2207.10158,https://link.springer.com/chapter/10.1007/978-3-031-20050-2_15,https://github.com/Seleucia/goca,,2026-08-11
Hierarchically decoupled spatial-temporal contrast for self-supervised video representation learning,"Zehua Zhang, David Crandall",HDC,Contrastive,Kinetics-400,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2022,WACV 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/WACV2022/html/Zhang_Hierarchically_Decoupled_Spatial-Temporal_Contrast_for_Self-Supervised_Video_Representation_Learning_WACV_2022_paper.html,,,2026-08-11
Inter-Intra Cross-Modality Self-Supervised Video Representation Learning by Contrastive Clustering,"Jiutong Wei. Guan Luo, Bing Li, Weiming Hu",IICMVC,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2022,ICPR 2022,No,peer_reviewed,,,https://ieeexplore.ieee.org/document/9956697,,,2026-08-11
InternVideo: General Video Foundation Models via Generative and Discriminative Learning,"Yi Wang, Kunchang Li, Yizhuo Li, Yinan He, Bingkun Huang, Zhiyu Zhao, Hongjie Zhang,Jilan Xu, Yi Liu, Zun Wang, Sen Xing, Guo Chen, Junting Pan, Jiashuo Yu,Yali Wang, Limin Wang, Yu Qiao",InternVideo,Other / Hybrid,Kinetics-400; Something-Something V2; WebVid-2M; WebVid-10M; HowTo100M; LAION-400M,Kinetics-400; Kinetics-600; Something-Something V2; ActivityNet; AVA; THUMOS14; UCF101; HMDB51; MSR-VTT; MSVD; DiDeMo; LSMDC; ActivityNet Captions,Kinetics-400; Something-Something V2; WebVid-2M; WebVid-10M; HowTo100M; LAION-400M; Kinetics-600; ActivityNet; AVA; THUMOS14; UCF101; HMDB51; MSR-VTT; MSVD; DiDeMo; LSMDC; ActivityNet Captions,2022,arXiv / Preprint,No,preprint,,2212.03191,https://arxiv.org/abs/2212.03191,https://github.com/OpenGVLab/InternVideo,"The paper evaluates 39 datasets; the catalog lists the principal action, detection, and video-language benchmarks.",2026-08-11
It Takes Two: Masked Appearance-Motion Modeling for Self-supervised Video Transformer Pre-training,"Yuxin Song, Min Yang, Wenhao Wu, Dongliang He, Fu Li, Jingdong Wang",MAM2,Generative / Masked,Kinetics-400; Something-Something V2; UCF101; HMDB51,Kinetics-400; Something-Something V2; UCF101; HMDB51,Kinetics-400; Something-Something V2; UCF101; HMDB51,2022,arXiv / Preprint,No,preprint,,2210.05234,https://arxiv.org/abs/2210.05234,,,2026-08-11
LAVA: Language Audio Vision Alignment for Data-Efficient Video Pre-Training,"Sumanth Gurram , Andy Fang , David Chan , John Canny",LAVA,Multimodal / Audio-Visual,Kinetics-700,UCF101; HMDB51; ESC-50,Kinetics-700; UCF101; HMDB51; ESC-50,2022,ICML Pre-training Workshop 2022,No,peer_reviewed,,2207.08024,https://openreview.net/forum?id=uwcwviTrLY3,,"The study uses about 300,000 Kinetics-700 clips with usable audio from an initial 480,000-video collection.",2026-08-11
Learning Audio-Visual Speech Representation by Masked Multimodal Cluster Prediction,"Shi, B., Hsu, W. N., Lakhotia, K., & Mohamed, A.",AV-HuBERT,Multimodal / Audio-Visual,LRS3; VoxCeleb2,LRS3,LRS3; VoxCeleb2,2022,ICLR 2022,No,peer_reviewed,,2201.02184,https://openreview.net/forum?id=Z1Qlm11uOM,,,2026-08-11
Learning from untrimmed videos: Self-supervised video representation learning with hierarchical consistency,"Zhiwu Qing, Shiwei Zhang, Ziyuan Huang, Yi Xu, Xiang Wang, Mingqian Tang, Changxin Gao, Rong Jin,Nong Sang",HiCo,Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51; ActivityNet,Kinetics-400; UCF101; HMDB51; ActivityNet,2022,CVPR 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022/html/Qing_Learning_From_Untrimmed_Videos_Self-Supervised_Video_Representation_Learning_With_Hierarchical_CVPR_2022_paper.html,https://hico-cvpr2022.github.io/,,2026-08-11
MAC: Mask-Augmentation for Motion-Aware Video Representation Learning,"Arif Akar, Ufuk Umut Senturk, and Nazli Ikizler-Cinbis.",MAC,Contrastive,Kinetics-400; UCF101,UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2022,BMVC 2022,No,peer_reviewed,,,https://bmvc2022.mpi-inf.mpg.de/5/,https://github.com/ufukpage/MAC_SSL,,2026-08-11
MaMiCo: Macro-to-Micro Semantic Correspondence for Self-supervised Video Representation Learning,"Bo Fang, Wenhao Wu, Chang Liu, Yu Zhou, Dongliang He, Weiping Wang",MaMiCo,Contrastive,AVA; AVA-Kinetics; JHMDB-21; UCF101-24,AVA; AVA-Kinetics; JHMDB-21; UCF101-24,AVA; AVA-Kinetics; JHMDB-21; UCF101-24,2022,ACM Multimedia 2022,No,peer_reviewed,10.1145/3503161.3547888,,https://dl.acm.org/doi/10.1145/3503161.3547888,,The paper reports action-detection protocols; the listed corpora are used across representation learning and downstream evaluation.,2026-08-11
Masked Autoencoders As Spatiotemporal Learners,"Christoph Feichtenhofer, Haoqi Fan, Yanghao Li, Kaiming He",MAE-ST,Generative / Masked,ImageNet-1K; Kinetics-400; Kinetics-600; Kinetics-700; Instagram videos,Kinetics-400; AVA v2.2; Something-Something V2,ImageNet-1K; Kinetics-400; Kinetics-600; Kinetics-700; Instagram videos; AVA v2.2; Something-Something V2,2022,NeurIPS 2022,Yes,peer_reviewed,,2205.09113,https://proceedings.neurips.cc/paper_files/paper/2022/hash/e97d1081481a4017df96b51be31001d3-Abstract-Conference.html,,,2026-08-11
Masked Feature Prediction for Self-Supervised Visual Pre-Training,"Wei, C., Fan, H., Xie, S., Wu, C. Y., Yuille, A., & Feichtenhofer, C.",MaskFeat,Generative / Masked,Kinetics-400,Kinetics-400; Kinetics-600; Kinetics-700; Something-Something V2; AVA,Kinetics-400; Kinetics-600; Kinetics-700; Something-Something V2; AVA,2022,CVPR 2022,No,peer_reviewed,,2112.09133,https://openaccess.thecvf.com/content/CVPR2022/html/Wei_Masked_Feature_Prediction_for_Self-Supervised_Visual_Pre-Training_CVPR_2022_paper.html,,,2026-08-11
MoQuad: Motion-focused Quadruple Construction for Video Contrastive Learning,"Yuan Liu, Jiacheng Chen, Hao Wu",MoQuad,Contrastive,Kinetics-400,UCF101; HMDB51; Diving48,Kinetics-400; UCF101; HMDB51; Diving48,2022,ECCV Workshops 2022,No,peer_reviewed,10.1007/978-3-031-25069-9_2,2212.10870,https://link.springer.com/chapter/10.1007/978-3-031-25069-9_2,,,2026-08-11
Motion Sensitive Contrastive Learning for Self-supervised Video Representation,"Jingcheng Ni, Nan Zhou, Jie Qin, Qian Wu, Junqi Liu, Boxun Li, Di Huang",MoSI,Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51; Something-Something V2,Kinetics-400; UCF101; HMDB51; Something-Something V2,2022,ECCV 2022,No,peer_reviewed,10.1007/978-3-031-19833-5_27,,https://link.springer.com/chapter/10.1007/978-3-031-19833-5_27,,,2026-08-11
Motion-aware contrastive video representation learning via foreground-background merging,"Shuangrui Ding, Maomao Li, Tianyu Yang, Rui Qian, Haohang Xu, Qingyi Chen, Jue Wang, Hongkai Xiong",FAME,Contrastive,Kinetics-400,Kinetics-400; UCF101; HMDB51; Diving48,Kinetics-400; UCF101; HMDB51; Diving48,2022,CVPR 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022/html/Ding_Motion-Aware_Contrastive_Video_Representation_Learning_via_Foreground-Background_Merging_CVPR_2022_paper.html,https://github.com/Mark12Ding/FAME,,2026-08-11
On Negative Sampling for Audio-Visual Contrastive Learning from Movies,"Mahdi M. Kalayeh, Shervin Ardeshir, Lingyi Liu, Nagendra Kamath, Ashok Chandrashekar",Within-Movie Audio-Visual Negative Sampling,Multimodal / Audio-Visual,Long-form movies,UCF101; HMDB51; ESC-50,Long-form movies; UCF101; HMDB51; ESC-50,2022,arXiv / Preprint,No,preprint,,2205.00073,https://arxiv.org/abs/2205.00073,,The pretraining collection is described as uncurated long-form movies rather than released as a named benchmark.,2026-08-11
On temporal granularity in self-supervised video representation learning,"Rui Qian, Yeqing Li, Liangzhe Yuan, Boqing Gong, Ting Liu, Matthew Brown, Serge Belongie, Ming-Hsuan Yang, Hartwig Adam, and Yin Cui",Temporal Granularity Study,Other / Hybrid,Kinetics-400,Kinetics-400; UCF101; HMDB51,Kinetics-400; UCF101; HMDB51,2022,BMVC 2022,No,peer_reviewed,,,https://bmvc2022.mpi-inf.mpg.de/541/,https://github.com/tensorflow/models/tree/master/official/,,2026-08-11
Pixel-level Correspondence for Self-Supervised Learning from Video,"Yash Sharma, Yanchao Zhu, Chris Russell, Thomas Brox",PiCo,Contrastive,YouTube-8M Segments; Kinetics-400,COCO; PASCAL VOC 2012; Cityscapes; DAVIS 2017; JHMDB,YouTube-8M Segments; Kinetics-400; COCO; PASCAL VOC 2012; Cityscapes; DAVIS 2017; JHMDB,2022,arXiv / Preprint,No,preprint,,2207.03866,https://arxiv.org/abs/2207.03866,,,2026-08-11
Probabilistic representations for video contrastive learning,"Jungin Park, Jiyoung Lee, Ig-Jae Kim, Kwanghoon Sohn",Probabilistic Video Contrastive Learning,Contrastive,Kinetics-400,UCF101; HMDB51; ActivityNet,Kinetics-400; UCF101; HMDB51; ActivityNet,2022,CVPR 2022,No,peer_reviewed,,2204.03946,https://openaccess.thecvf.com/content/CVPR2022/html/Park_Probabilistic_Representations_for_Video_Contrastive_Learning_CVPR_2022_paper.html,,,2026-08-11
SCVRL: Shuffled Contrastive Video Representation Learning,"Michael Dorkenwald, Fanyi Xiao, Biagio Brattoli, Joseph Tighe, Davide Modolo",SCVRL,Contrastive,Kinetics-400,Kinetics-400; Something-Something V2; Diving48; UCF101,Kinetics-400; Something-Something V2; Diving48; UCF101,2022,CVPR Workshops 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022W/L3D-IVU/html/Dorkenwald_SCVRL_Shuffled_Contrastive_Video_Representation_Learning_CVPRW_2022_paper.html,,,2026-08-11
Self-Supervised Learning of Audio Representations From Audio-Visual Data Using Spatial Alignment,"Shanshan Wang, Archontis Politis, Annamaria Mesaros",Audio-Visual Spatial Alignment (AVSA),Multimodal / Audio-Visual,YouTube-360,UCF101; HMDB51; EigenScape; TAU Audio-Visual Urban Scenes 2021,YouTube-360; UCF101; HMDB51; EigenScape; TAU Audio-Visual Urban Scenes 2021,2022,IEEE Journal of Selected Topics in Signal Processing 2022,No,peer_reviewed,,2206.00970,https://ieeexplore.ieee.org/document/9790080,,,2026-08-11
Self-supervised spatiotemporal representation learning by exploiting video continuity,"Hanwen Liang, Niamul Quader, Zhixiang Chi, Lizhe Chen, Peng Dai, Juwei Lu, Yang Wang",CPNet,Pretext / Predictive,Kinetics-400,UCF101; HMDB51; Diving48; ActivityNet,Kinetics-400; UCF101; HMDB51; Diving48; ActivityNet,2022,AAAI 2022,No,peer_reviewed,10.1609/aaai.v36i2.20047,2112.05883,https://ojs.aaai.org/index.php/AAAI/article/view/20047,,,2026-08-11
Self-supervised video representation learning by uncovering spatio-temporal statistics,"Jiangliu Wang, Jianbo Jiao, Linchao Bao, Shengfeng He, Wei Liu, Yun-hui Liu",Spatiotemporal Statistics Prediction,Pretext / Predictive,UCF101; Kinetics-400,UCF101; HMDB51; YUP++; ASLAN,UCF101; Kinetics-400; HMDB51; YUP++; ASLAN,2022,IEEE Transactions on Pattern Analysis and Machine Intelligence 2022,No,peer_reviewed,10.1109/TPAMI.2021.3054224,2008.13426,https://ieeexplore.ieee.org/document/9352025,https://github.com/laura-wang/video_repres_sts,,2026-08-11
Self-supervised video representation learning using improved instance-wise contrastive learning and deep clustering,"Yisheng Zhu, Hui Shuai, Guangcan Liu, Senior Member, Qingshan Liu",Improved instance contrast plus deep clustering,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2022,IEEE Transactions on Circuits and Systems for Video Technology 2022,No,peer_reviewed,,,https://ieeexplore.ieee.org/document/9761901,,,2026-08-11
Self-Supervised Video Representation Learning with Cascade Positive Retrieval,"Cheng-En Wu, Farley Lai, Yu Hen Hu, Asim Kadav",Cascade Positive Retrieval (CPR),Contrastive,UCF101,UCF101; HMDB51,UCF101; HMDB51,2022,CVPR Workshops 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022W/L3D-IVU/html/Wu_Self-Supervised_Video_Representation_Learning_With_Cascade_Positive_Retrieval_CVPRW_2022_paper.html,https://github.com/necla-ml/CPR,,2026-08-11
Self-supervised video representation learning with cross-stream prototypical contrasting,"Martine Toering, Ioannis Gatopoulos, Maarten Stol, Vincent Tao Hu",ViCC,Contrastive,UCF101,UCF101; HMDB51,UCF101; HMDB51,2022,WACV 2022,No,peer_reviewed,,2106.10137,https://openaccess.thecvf.com/content/WACV2022/html/Toering_Self-Supervised_Video_Representation_Learning_With_Cross-Stream_Prototypical_Contrasting_WACV_2022_paper.html,https://github.com/martinetoering/ViCC,,2026-08-11
Self-Supervised Video Representation Learning with Motion-Contrastive Perception,"Jinyu Liu, Ying Cheng, Yuejie Zhang, Rui-Wei Zhao, Rui Feng",MCP,Contrastive,Kinetics-100; Kinetics-400,Kinetics-100; Kinetics-400; UCF101; HMDB51,Kinetics-100; Kinetics-400; UCF101; HMDB51,2022,ICME 2022,No,peer_reviewed,10.1109/ICME52920.2022.9859802,2204.04607,https://ieeexplore.ieee.org/document/9859802/,,,2026-08-11
Self-supervised Video Transformer,"Kanchana Ranasinghe, Muzammal Naseer, Salman Khan, Fahad Shahbaz Khan, Michael S. Ryoo",SVT,Distillation / Teacher-Student,Kinetics-400,Kinetics-400; UCF101; HMDB51; Something-Something V2,Kinetics-400; UCF101; HMDB51; Something-Something V2,2022,CVPR 2022,No,peer_reviewed,,,https://openaccess.thecvf.com/content/CVPR2022/html/Ranasinghe_Self-Supervised_Video_Transformer_CVPR_2022_paper.html,https://git.io/J1juJ,,2026-08-11
SimVTP: Simple Video Text Pre-Training with Masked Autoencoders,"Ma, Y., Yang, T., Shan, Y., & Li, X.",SimVTP,Multimodal / Audio-Visual,WebVid-2M,MSR-VTT; MSVD; DiDeMo; LSMDC; ActivityNet Captions; MSRVTT-QA,WebVid-2M; MSR-VTT; MSVD; DiDeMo; LSMDC; ActivityNet Captions; MSRVTT-QA,2022,arXiv / Preprint,No,preprint,,2212.03490,https://arxiv.org/abs/2212.03490,,,2026-08-11
SLIC: Self-supervised learning with iterative clustering for human action videos,"Salar Hosseini Khorasgani, Yuxuan Chen, Florian Shkurti",SLIC,Contrastive,UCF101; Kinetics-400,UCF101; HMDB51,UCF101; Kinetics-400; HMDB51,2022,CVPR 2022,No,peer_reviewed,,2206.12534,https://openaccess.thecvf.com/content/CVPR2022/html/Khorasgani_SLIC_Self-Supervised_Learning_With_Iterative_Clustering_for_Human_Action_Videos_CVPR_2022_paper.html,,,2026-08-11
SOS! Self-supervised Learning over Sets of Handled Objects in Egocentric Action Recognition,"Victor Escorcia, Ricardo Guerrero, Xiatian Zhu, Brais Martinez",SOS,Other / Hybrid,EPIC-KITCHENS-100,EPIC-KITCHENS-100,EPIC-KITCHENS-100,2022,ECCV 2022,No,peer_reviewed,10.1007/978-3-031-19778-9_35,2204.04796,https://link.springer.com/chapter/10.1007/978-3-031-19778-9_35,,,2026-08-11
SPAct: Self-supervised Privacy Preservation for Action Recognition,"Ishan Rajendrakumar Dave, Chen Chen, Mubarak Shah",SPAct,Other / Hybrid,UCF101; HMDB51; PA-HMDB; VISPR; P-HVU,UCF101; HMDB51; PA-HMDB; VISPR; P-HVU,UCF101; HMDB51; PA-HMDB; VISPR; P-HVU,2022,CVPR 2022,No,peer_reviewed,,2203.15205,https://openaccess.thecvf.com/content/CVPR2022/html/Dave_SPAct_Self-Supervised_Privacy_Preservation_for_Action_Recognition_CVPR_2022_paper.html,https://github.com/DAVEISHAN/SPAct,,2026-08-11
